text,label
Cranberry farmers in Massachusetts edged out by climate change and competition have found an exit strategy — selling their land for conservation.,real
"Joshua Jackson, Adam Brody and others are enjoying a new career boost, thanks to a little time and impressive upkeep.",real
"What if all you had to do was ask? For concise, factual answers to the questions you have right now, our new tool, Ask The Post AI, delivers AI-generated summaries from published Washington Post reporting.",real
Supermarket customers can save money with loyalty cards but should still shop around.,real
The government faces pressure from the industry to make changes to electric vehicle sales quotas.,real
Miami Dolphins star Tyreek Hill had his case dismissed after the officer failed to show in court.,real
"The storm is forecast to track east during Tuesday night and into Wednesday, but will not be at its worst until it has passed through the UK.",real
"Iconic firm blames ""minor delay"" in deliveries of its ultra-exclusive Valiant cars for the shortfall.",real
"The ICLVR says the timeframe and location ""coincide with the disappearance of Joe Lynskey in 1972"".",real
"Clare Nowland, who had symptoms of dementia, died of her injuries a week after being Tasered in Australia.",real
Problems with the UK's net-zero plans and Israel's deal with Hezbollah lead Wednesday's papers.,real
"A UK ticket-holder has won £177m on EuroMillions, the third biggest jackpot in British history.",real
Police have said staff will not face action over abuse of autistic children shown in videos leaked to the BBC.,real
"South Koreans remain widely opposed to directly supplying arms to Ukraine, polls show, despite renewed international requests from Kyiv and allied capitals after North Korean troops were reported to be helping Russia.",real
"Bushra Khan, the wife of Pakistan's former Prime Minister Imran Khan, emerged from the shadows this week to lead one of the country's largest protests, mobilizing thousands in support of her jailed husband.",real
"A panel of three judges will now decide if they agree there are ""reasonable grounds"" to believe general Min Aung Hlaing bears criminal responsibility for the deportation and persecution of Rohingya in Myanmar and Bangladesh.",real
"Bangladesh stepped up security in the port city of Chittagong on Wednesday as police arrested six people in connection with the murder of a lawyer, who was killed during clashes following the arrest of a leader of the country's Hindu minority.",real
"Israeli military strikes across the Gaza Strip killed 15 people on Wednesday, some of them in a school housing displaced people, medics in Gaza said, adding that the fatalities included two sons of a former Hamas spokesman.",real
"China is likely to launch military drills in the coming days near Taiwan, using President Lai Ching-te's upcoming trip to the Pacific and scheduled U.S. transit as a pretext, according to assessments by Taiwan and regional security officials.",real
"China Defence Minister Dong Jun has been placed under investigation as part of a wide-ranging anti-corruption probe that has roiled the top ranks of the People's Liberation Army, the Financial Times reported on Wednesday.",real
Israel will gradually withdraw its forces over 60 days as Lebanon's army takes control of territory near its border with Israel to ensure that Hezbollah does not rebuild its infrastructure there.,real
The two superpowers are setting out their positions ahead of Trump's return to the White House.,real
Voters waited in long queues outside polling stations in Namibia's capital Windhoek on Wednesday morning to cast their ballots for a new president and parliament in what could be a tough election to win for the ruling SWAPO party.,real
